species_id	sample_id	long_reads	short_reads	lrtechnology	numsr	numlr
saur	SAMN32360916	SRR22860026	SRR22859813	OXFORD_NANOPORE	1	1
saur	SAMN32360966	SRR22859775	SRR22859782	OXFORD_NANOPORE	1	1
saur	SAMN32360943	SRR22859948	SRR22859902	OXFORD_NANOPORE	1	1
saur	SAMN32360934	SRR22859958	SRR22859912	OXFORD_NANOPORE	1	1
saur	SAMN32360939	SRR22859953	SRR22859906	OXFORD_NANOPORE	1	1
saur	SAMN32360874	SRR22859972	SRR22859735	OXFORD_NANOPORE	1	1
saur	SAMN32360842	SRR22859712	SRR22859845	OXFORD_NANOPORE	1	1
saur	SAMN32360805	SRR22859704	SRR22859762	OXFORD_NANOPORE	1	1
saur	SAMN32360930	SRR22859962	SRR22859916	OXFORD_NANOPORE	1	1
saur	SAMN32360909	SRR22860034	SRR22859820	OXFORD_NANOPORE	1	1
saur	SAMN32360818	SRR22859760	SRR22859944	OXFORD_NANOPORE	1	1
saur	SAMN32360845	SRR22859709	SRR22859842	OXFORD_NANOPORE	1	1
saur	SAMN32360895	SRR22859875	SRR22860006	OXFORD_NANOPORE	1	1
saur	SAMN32360886	SRR22859885	SRR22860016	OXFORD_NANOPORE	1	1
saur	SAMN32360967	SRR22859774	SRR22859780	OXFORD_NANOPORE	1	1
saur	SAMN32360884	SRR22859887	SRR22860018	OXFORD_NANOPORE	1	1
saur	SAMN32360873	SRR22859973	SRR22859736	OXFORD_NANOPORE	1	1
saur	SAMN32360872	SRR22859974	SRR22859737	OXFORD_NANOPORE	1	1
saur	SAMN32360840	SRR22859714	SRR22859847	OXFORD_NANOPORE	1	1
saur	SAMN32360904	SRR22860039	SRR22859996	OXFORD_NANOPORE	1	1
saur	SAMN32360878	SRR22859894	SRR22859729	OXFORD_NANOPORE	1	1
saur	SAMN32360822	SRR22859840	SRR22859940	OXFORD_NANOPORE	1	1
saur	SAMN32360813	SRR22859963	SRR22859753	OXFORD_NANOPORE	1	1
saur	SAMN32360868	SRR22859979	SRR22859741	OXFORD_NANOPORE	1	1
saur	SAMN32360831	SRR22859909	SRR22859929	OXFORD_NANOPORE	1	1
saur	SAMN32360824	SRR22859743	SRR22859938	OXFORD_NANOPORE	1	1
saur	SAMN32360932	SRR22859960	SRR22859914	OXFORD_NANOPORE	1	1
saur	SAMN32360921	SRR22860020	SRR22859807	OXFORD_NANOPORE	1	1
saur	SAMN32360950	SRR22859866	SRR22859733	OXFORD_NANOPORE	1	1
saur	SAMN32360902	SRR22860041	SRR22859998	OXFORD_NANOPORE	1	1
saur	SAMN32360893	SRR22859877	SRR22860008	OXFORD_NANOPORE	1	1
saur	SAMN14225423	SRR14933399	SRR14933400	OXFORD_NANOPORE	1	1
saur	SAMN32360922	SRR22859971	SRR22859806	OXFORD_NANOPORE	1	1
saur	SAMN32360844	SRR22859710	SRR22859843	OXFORD_NANOPORE	1	1
saur	SAMN32360894	SRR22859876	SRR22860007	OXFORD_NANOPORE	1	1
saur	SAMN32360903	SRR22860040	SRR22859997	OXFORD_NANOPORE	1	1
saur	SAMN32360927	SRR22859966	SRR22859919	OXFORD_NANOPORE	1	1
saur	SAMN32360852	SRR22859701	SRR22859834	OXFORD_NANOPORE	1	1
saur	SAMN32360897	SRR22859778	SRR22860003	OXFORD_NANOPORE	1	1
saur	SAMN32360808	SRR22859892	SRR22859758	OXFORD_NANOPORE	1	1
saur	SAMN32360826	SRR22860015	SRR22859936	OXFORD_NANOPORE	1	1
saur	SAMN32360940	SRR22859951	SRR22859905	OXFORD_NANOPORE	1	1
saur	SAMN32360815	SRR22859867	SRR22859750	OXFORD_NANOPORE	1	1
saur	SAMN32360865	SRR22859982	SRR22859745	OXFORD_NANOPORE	1	1
saur	SAMN32360907	SRR22860036	SRR22859822	OXFORD_NANOPORE	1	1
saur	SAMN32360804	SRR22859715	SRR22859763	OXFORD_NANOPORE	1	1
saur	SAMN32360832	SRR22859898	SRR22859927	OXFORD_NANOPORE	1	1
saur	SAMN32360963	SRR22859852	SRR22859785	OXFORD_NANOPORE	1	1
saur	SAMN32360875	SRR22859897	SRR22859734	OXFORD_NANOPORE	1	1
saur	SAMN32360880	SRR22859891	SRR22859727	OXFORD_NANOPORE	1	1
saur	SAMN32360882	SRR22859889	SRR22859725	OXFORD_NANOPORE	1	1
saur	SAMN32360887	SRR22859884	SRR22860014	OXFORD_NANOPORE	1	1
saur	SAMN32360891	SRR22859879	SRR22860010	OXFORD_NANOPORE	1	1
saur	SAMN32360829	SRR22859812	SRR22859931	OXFORD_NANOPORE	1	1
saur	SAMN32360892	SRR22859878	SRR22860009	OXFORD_NANOPORE	1	1
saur	SAMN32360866	SRR22859981	SRR22859744	OXFORD_NANOPORE	1	1
saur	SAMN32360914	SRR22860028	SRR22859815	OXFORD_NANOPORE	1	1
saur	SAMN32360938	SRR22859954	SRR22859907	OXFORD_NANOPORE	1	1
saur	SAMN32360925	SRR22859968	SRR22859803	OXFORD_NANOPORE	1	1
saur	SAMN32360964	SRR22859851	SRR22859784	OXFORD_NANOPORE	1	1
saur	SAMN32360811	SRR22860033	SRR22859755	OXFORD_NANOPORE	1	1
saur	SAMN32360846	SRR22859708	SRR22859841	OXFORD_NANOPORE	1	1
saur	SAMN32360956	SRR22859860	SRR22859793	OXFORD_NANOPORE	1	1
saur	SAMN32360965	SRR22859849	SRR22859783	OXFORD_NANOPORE	1	1
saur	SAMN32360962	SRR22859853	SRR22859786	OXFORD_NANOPORE	1	1
saur	SAMN32360856	SRR22859992	SRR22859830	OXFORD_NANOPORE	1	1
saur	SAMN32360809	SRR22859881	SRR22859757	OXFORD_NANOPORE	1	1
saur	SAMN32360911	SRR22860031	SRR22859818	OXFORD_NANOPORE	1	1
saur	SAMN32360926	SRR22859967	SRR22859802	OXFORD_NANOPORE	1	1
saur	SAMN32360929	SRR22859964	SRR22859917	OXFORD_NANOPORE	1	1
saur	SAMN32360931	SRR22859961	SRR22859915	OXFORD_NANOPORE	1	1
saur	SAMN32360919	SRR22860023	SRR22859809	OXFORD_NANOPORE	1	1
saur	SAMN32360881	SRR22859890	SRR22859726	OXFORD_NANOPORE	1	1
saur	SAMN32360952	SRR22859864	SRR22859797	OXFORD_NANOPORE	1	1
saur	SAMN32360861	SRR22859986	SRR22859749	OXFORD_NANOPORE	1	1
saur	SAMN32360888	SRR22859883	SRR22860013	OXFORD_NANOPORE	1	1
saur	SAMN32360908	SRR22860035	SRR22859821	OXFORD_NANOPORE	1	1
saur	SAMN32360820	SRR22859934	SRR22859942	OXFORD_NANOPORE	1	1
saur	SAMN32360855	SRR22859993	SRR22859831	OXFORD_NANOPORE	1	1
saur	SAMN32360835	SRR22859720	SRR22859925	OXFORD_NANOPORE	1	1
saur	SAMN32360936	SRR22859956	SRR22859910	OXFORD_NANOPORE	1	1
saur	SAMN32360913	SRR22860029	SRR22859816	OXFORD_NANOPORE	1	1
saur	SAMN32360924	SRR22859969	SRR22859804	OXFORD_NANOPORE	1	1
saur	SAMN32360959	SRR22859857	SRR22859789	OXFORD_NANOPORE	1	1
saur	SAMN32360806	SRR22859988	SRR22859761	OXFORD_NANOPORE	1	1
saur	SAMN32360923	SRR22859970	SRR22859805	OXFORD_NANOPORE	1	1
saur	SAMN32360879	SRR22859893	SRR22859728	OXFORD_NANOPORE	1	1
saur	SAMN32360876	SRR22859896	SRR22859732	OXFORD_NANOPORE	1	1
saur	SAMN32360839	SRR22859716	SRR22859848	OXFORD_NANOPORE	1	1
saur	SAMN32360821	SRR22859923	SRR22859941	OXFORD_NANOPORE	1	1
saur	SAMN32360830	SRR22859920	SRR22859930	OXFORD_NANOPORE	1	1
saur	SAMN32360863	SRR22859984	SRR22859747	OXFORD_NANOPORE	1	1
saur	SAMN32360905	SRR22860038	SRR22859825	OXFORD_NANOPORE	1	1
saur	SAMN32360849	SRR22859705	SRR22859837	OXFORD_NANOPORE	1	1
saur	SAMN32360953	SRR22859863	SRR22859796	OXFORD_NANOPORE	1	1
saur	SAMN32360920	SRR22860021	SRR22859808	OXFORD_NANOPORE	1	1
saur	SAMN32360848	SRR22859706	SRR22859838	OXFORD_NANOPORE	1	1
saur	SAMN32360954	SRR22859862	SRR22859795	OXFORD_NANOPORE	1	1
saur	SAMN32360912	SRR22860030	SRR22859817	OXFORD_NANOPORE	1	1
saur	SAMN32360862	SRR22859985	SRR22859748	OXFORD_NANOPORE	1	1
saur	SAMN32360915	SRR22860027	SRR22859814	OXFORD_NANOPORE	1	1
saur	SAMN32360823	SRR22859829	SRR22859939	OXFORD_NANOPORE	1	1
saur	SAMN32360948	SRR22859869	SRR22859800	OXFORD_NANOPORE	1	1
saur	SAMN32360817	SRR22859771	SRR22859945	OXFORD_NANOPORE	1	1
saur	SAMN32360810	SRR22860044	SRR22859756	OXFORD_NANOPORE	1	1
saur	SAMN32360860	SRR22859987	SRR22859751	OXFORD_NANOPORE	1	1
saur	SAMN32360838	SRR22859717	SRR22859850	OXFORD_NANOPORE	1	1
saur	SAMN32360841	SRR22859713	SRR22859846	OXFORD_NANOPORE	1	1
saur	SAMN32360871	SRR22859975	SRR22859738	OXFORD_NANOPORE	1	1
saur	SAMN32360864	SRR22859983	SRR22859746	OXFORD_NANOPORE	1	1
saur	SAMN32360847	SRR22859707	SRR22859839	OXFORD_NANOPORE	1	1
saur	SAMN32360869	SRR22859978	SRR22859740	OXFORD_NANOPORE	1	1
saur	SAMN32360877	SRR22859895	SRR22859730	OXFORD_NANOPORE	1	1
saur	SAMN32360800	SRR22860046	SRR22859767	OXFORD_NANOPORE	1	1
saur	SAMN32360957	SRR22859859	SRR22859791	OXFORD_NANOPORE	1	1
saur	SAMN32360858	SRR22859990	SRR22859827	OXFORD_NANOPORE	1	1
abau	SAMN20178847	SRR15115348	SRR15115349	OXFORD_NANOPORE	1	1
abau	SAMN15437745	SRR12145306	SRR12145305	OXFORD_NANOPORE	1	1
abau	SAMN32801359	SRR26643502	SRR23130244	OXFORD_NANOPORE	1	1
abau	SAMN32801357	SRR26643503	SRR23130246	OXFORD_NANOPORE	1	1
abau	SAMN15646565	SRR15972781	SRR15972782	OXFORD_NANOPORE	1	1
efae	SAMN18082828	SRR13804547	SRR13825700	OXFORD_NANOPORE	1	1
efae	SAMN10863493	SRR8523159	SRR8523160	OXFORD_NANOPORE	1	1
