species_id	sample_id	long_reads	short_reads	lrtechnology	numsr	numlr
saur	SAMN36766263	SRR26465434	SRR26465490	OXFORD_NANOPORE	1	1
saur	SAMN11175640	SRR10882864	SRR8776858	OXFORD_NANOPORE	1	2
saur	SAMN14550073	SRR18544689	SRR18544690	OXFORD_NANOPORE	1	1
saur	SAMN36766264	SRR26465433	SRR26465489	OXFORD_NANOPORE	1	1
saur	SAMN37705137	SRR26302846	SRR26302844	OXFORD_NANOPORE	1	1
saur	SAMN37705136	SRR26302847	SRR26302845	OXFORD_NANOPORE	1	1
saur	SAMN35074233	SRR24546986	SRR24546987	OXFORD_NANOPORE	1	1
saur	SAMN15430097	SRR12142663	SRR12142665	OXFORD_NANOPORE	1	2
saur	SAMN11175642	SRR10882862	SRR8776860	OXFORD_NANOPORE	1	2
saur	SAMN16710840	SRR19433003	SRR19433004	OXFORD_NANOPORE	1	1
saur	SAMN11175595	SRR8776879	SRR8776804	OXFORD_NANOPORE	1	1
saur	SAMN11175589	SRR8776881	SRR8776798	OXFORD_NANOPORE	1	1
saur	SAMN11175594	SRR8776876	SRR8776803	OXFORD_NANOPORE	1	1
saur	SAMN15567984	SRR12343958	SRR12343875	OXFORD_NANOPORE	1	1
saur	SAMN32977647	SRR23290064	SRR23290091	OXFORD_NANOPORE	1	1
saur	SAMN15567993	SRR12343948	SRR12343865	OXFORD_NANOPORE	1	1
saur	SAMN11175596	SRR8776878	SRR8776805	OXFORD_NANOPORE	1	1
saur	SAMN11175645	SRR10882859	SRR8776863	OXFORD_NANOPORE	1	2
saur	SAMN11175593	SRR8776877	SRR8776802	OXFORD_NANOPORE	1	1
saur	SAMN11175641	SRR10882863	SRR8776859	OXFORD_NANOPORE	1	2
saur	SAMN36766262	SRR26465435	SRR26465393	OXFORD_NANOPORE	1	1
saur	SAMN11175592	SRR8776882	SRR8776801	OXFORD_NANOPORE	1	1
saur	SAMN11175606	SRR10882855	SRR8776814	OXFORD_NANOPORE	1	2
saur	SAMN11175623	SRR10882883	SRR8776843	OXFORD_NANOPORE	1	2
saur	SAMN35074235	SRR24546982	SRR24546983	OXFORD_NANOPORE	1	1
saur	SAMN36766259	SRR26465438	SRR26465396	OXFORD_NANOPORE	1	1
saur	SAMN14598160	SRR18547524	SRR18547525	OXFORD_NANOPORE	1	1
saur	SAMN11175605	SRR10882856	SRR8776809	OXFORD_NANOPORE	1	2
saur	SAMN36766256	SRR26465441	SRR26465399	OXFORD_NANOPORE	1	1
saur	SAMN11175609	SRR10882898	SRR8776826	OXFORD_NANOPORE	1	2
saur	SAMN15567971	SRR12343972	SRR12343889	OXFORD_NANOPORE	1	1
saur	SAMN32538168	SRR22963948	SRR22963947	OXFORD_NANOPORE	1	1
saur	SAMN15567919	SRR12344027	SRR12344018	OXFORD_NANOPORE	1	1
saur	SAMN16710839	SRR19433005	SRR19433006	OXFORD_NANOPORE	1	1
saur	SAMN15567952	SRR12343993	SRR12343910	OXFORD_NANOPORE	1	1
saur	SAMN11175588	SRR8776865	SRR8776797	OXFORD_NANOPORE	1	1
saur	SAMN15567977	SRR12343966	SRR12343883	OXFORD_NANOPORE	1	1
saur	SAMN35074232	SRR24546988	SRR24546989	OXFORD_NANOPORE	1	1
saur	SAMN11175587	SRR8776864	SRR8776796	OXFORD_NANOPORE	1	1
saur	SAMN15567956	SRR12343989	SRR12343906	OXFORD_NANOPORE	1	1
saur	SAMN15567960	SRR12343984	SRR12343901	OXFORD_NANOPORE	1	1
saur	SAMN11175601	SRR10882878	SRR8776813	OXFORD_NANOPORE	1	2
saur	SAMN11175591	SRR8776883	SRR8776800	OXFORD_NANOPORE	1	1
saur	SAMN11175600	SRR10882889	SRR8776812	OXFORD_NANOPORE	1	2
saur	SAMN11175615	SRR10882892	SRR8776832	OXFORD_NANOPORE	1	2
saur	SAMN25144899	SRR18802816	SRR18802815	OXFORD_NANOPORE	1	1
saur	SAMN11175630	SRR10882875	SRR8776851	OXFORD_NANOPORE	1	2
saur	SAMN15567988	SRR12343954	SRR12343871	OXFORD_NANOPORE	1	1
saur	SAMN11175602	SRR10882867	SRR8776806	OXFORD_NANOPORE	1	2
saur	SAMN15567968	SRR12343976	SRR12343893	OXFORD_NANOPORE	1	1
saur	SAMN11175644	SRR10882860	SRR8776862	OXFORD_NANOPORE	1	2
saur	SAMN11175590	SRR8776880	SRR8776799	OXFORD_NANOPORE	1	1
saur	SAMN11175621	SRR10882885	SRR8776837	OXFORD_NANOPORE	1	2
saur	SAMN14598174	SRR18547535	SRR18547536	OXFORD_NANOPORE	1	1
saur	SAMN36766257	SRR26465440	SRR26465398	OXFORD_NANOPORE	1	1
saur	SAMN15567999	SRR12343942	SRR12343859	OXFORD_NANOPORE	1	1
saur	SAMN15567974	SRR12343969	SRR12343886	OXFORD_NANOPORE	1	1
saur	SAMN11175613	SRR10882894	SRR8776830	OXFORD_NANOPORE	1	2
saur	SAMN15567909	SRR12343855	SRR12343939	OXFORD_NANOPORE	1	1
saur	SAMN14550524	SRR18546550	SRR18546551	OXFORD_NANOPORE	1	1
saur	SAMN15567957	SRR12343988	SRR12343905	OXFORD_NANOPORE	1	1
saur	SAMN16093280	SRR13123360	SRR13123359	OXFORD_NANOPORE	1	2
saur	SAMN15567913	SRR12343851	SRR12343891	OXFORD_NANOPORE	1	1
saur	SAMN15567987	SRR12343955	SRR12343872	OXFORD_NANOPORE	1	1
saur	SAMN11175626	SRR10882880	SRR8776844	OXFORD_NANOPORE	1	2
saur	SAMN15567994	SRR12343947	SRR12343864	OXFORD_NANOPORE	1	1
saur	SAMN14598229	SRR18547581	SRR18547582	OXFORD_NANOPORE	1	1
saur	SAMN15567946	SRR12344000	SRR12343917	OXFORD_NANOPORE	1	1
saur	SAMN11175608	SRR10882899	SRR8776827	OXFORD_NANOPORE	1	2
saur	SAMN15567958	SRR12343987	SRR12343904	OXFORD_NANOPORE	1	1
saur	SAMN32885235	SRR23291422	SRR23198383	OXFORD_NANOPORE	1	1
saur	SAMN15567985	SRR12343957	SRR12343874	OXFORD_NANOPORE	1	1
saur	SAMN11175611	SRR10882896	SRR8776828	OXFORD_NANOPORE	1	2
saur	SAMN14225426	SRR14933397	SRR14933398	OXFORD_NANOPORE	1	1
saur	SAMN15567941	SRR12344005	SRR12343922	OXFORD_NANOPORE	1	1
saur	SAMN11175620	SRR10882886	SRR8776836	OXFORD_NANOPORE	1	2
saur	SAMN15567966	SRR12343978	SRR12343895	OXFORD_NANOPORE	1	1
saur	SAMN11175627	SRR10882879	SRR8776845	OXFORD_NANOPORE	1	2
saur	SAMN11175619	SRR10882887	SRR8776839	OXFORD_NANOPORE	1	2
saur	SAMN15567920	SRR12344026	SRR12344007	OXFORD_NANOPORE	1	1
saur	SAMN32977650	SRR23290061	SRR23290088	OXFORD_NANOPORE	1	1
saur	SAMN14559931	SRR18547402	SRR18547403	OXFORD_NANOPORE	1	1
saur	SAMN15567959	SRR12343986	SRR12343903	OXFORD_NANOPORE	1	1
saur	SAMN11175599	SRR10882900	SRR8776811	OXFORD_NANOPORE	1	2
saur	SAMN14225473	SRR14933395	SRR14933396	OXFORD_NANOPORE	1	1
saur	SAMN17983074	SRR13745251	SRR13745245	OXFORD_NANOPORE	1	1
saur	SAMN15567945	SRR12344001	SRR12343918	OXFORD_NANOPORE	1	1
saur	SAMN11175614	SRR10882893	SRR8776833	OXFORD_NANOPORE	1	2
saur	SAMN25143835	SRR17682066	SRR17682067	OXFORD_NANOPORE	1	1
saur	SAMN27101937	SRR26205257	SRR26205258	OXFORD_NANOPORE	1	1
saur	SAMN09220587	SRR7179413	SRR7179412	OXFORD_NANOPORE	1	1
saur	SAMN35074234	SRR24546984	SRR24546985	OXFORD_NANOPORE	1	1
saur	SAMN11175616	SRR10882891	SRR8776835	OXFORD_NANOPORE	1	2
saur	SAMN11175638	SRR10882866	SRR8776856	OXFORD_NANOPORE	1	2
saur	SAMN17983076	SRR13745249	SRR13745243	OXFORD_NANOPORE	1	1
saur	SAMN11175604	SRR10882857	SRR8776808	OXFORD_NANOPORE	1	2
saur	SAMN11175603	SRR10882858	SRR8776807	OXFORD_NANOPORE	1	2
saur	SAMN11175624	SRR10882882	SRR8776840	OXFORD_NANOPORE	1	2
saur	SAMN11175618	SRR10882888	SRR8776838	OXFORD_NANOPORE	1	2
saur	SAMN15567915	SRR12343849	SRR12343869	OXFORD_NANOPORE	1	1
saur	SAMN15567940	SRR12344006	SRR12343923	OXFORD_NANOPORE	1	1
saur	SAMN15567942	SRR12344004	SRR12343921	OXFORD_NANOPORE	1	1
saur	SAMN11175639	SRR10882865	SRR8776857	OXFORD_NANOPORE	1	2
saur	SAMN15567936	SRR12344011	SRR12343932	OXFORD_NANOPORE	1	1
saur	SAMN15567908	SRR12343856	SRR12343930	OXFORD_NANOPORE	1	1
saur	SAMN11175629	SRR10882876	SRR8776852	OXFORD_NANOPORE	1	2
saur	SAMN15567989	SRR12343953	SRR12343870	OXFORD_NANOPORE	1	1
saur	SAMN15567910	SRR12343854	SRR12343924	OXFORD_NANOPORE	1	1
saur	SAMN15567992	SRR12343949	SRR12343866	OXFORD_NANOPORE	1	1
saur	SAMN15567932	SRR12344015	SRR12343936	OXFORD_NANOPORE	1	1
saur	SAMN11175634	SRR10882871	SRR8776847	OXFORD_NANOPORE	1	2
saur	SAMN15567911	SRR12343853	SRR12343913	OXFORD_NANOPORE	1	1
saur	SAMN36766260	SRR26465437	SRR26465395	OXFORD_NANOPORE	1	1
saur	SAMN11175612	SRR10882895	SRR8776831	OXFORD_NANOPORE	1	2
saur	SAMN15567914	SRR12343850	SRR12343880	OXFORD_NANOPORE	1	1
saur	SAMN15567962	SRR12343982	SRR12343899	OXFORD_NANOPORE	1	1
saur	SAMN15567951	SRR12343994	SRR12343911	OXFORD_NANOPORE	1	1
saur	SAMN15567935	SRR12344012	SRR12343933	OXFORD_NANOPORE	1	1
saur	SAMN15567923	SRR12344024	SRR12343985	OXFORD_NANOPORE	1	1
saur	SAMN15567947	SRR12343999	SRR12343916	OXFORD_NANOPORE	1	1
saur	SAMN15567982	SRR12343960	SRR12343877	OXFORD_NANOPORE	1	1
saur	SAMN15567928	SRR12344020	SRR12343941	OXFORD_NANOPORE	1	1
saur	SAMN15567943	SRR12344003	SRR12343920	OXFORD_NANOPORE	1	1
saur	SAMN15567929	SRR12344019	SRR12343940	OXFORD_NANOPORE	1	1
saur	SAMN15567939	SRR12344008	SRR12343925	OXFORD_NANOPORE	1	1
saur	SAMN15567938	SRR12344009	SRR12343926	OXFORD_NANOPORE	1	1
saur	SAMN11175631	SRR10882874	SRR8776850	OXFORD_NANOPORE	1	2
saur	SAMN11175637	SRR10882868	SRR8776854	OXFORD_NANOPORE	1	2
saur	SAMN15567907	SRR12343857	SRR12343931	OXFORD_NANOPORE	1	1
saur	SAMN13388595	SRR10539275	SRR10539274	OXFORD_NANOPORE	1	1
saur	SAMN11175622	SRR10882884	SRR8776842	OXFORD_NANOPORE	1	2
saur	SAMN15567953	SRR12343992	SRR12343909	OXFORD_NANOPORE	1	1
saur	SAMN15567965	SRR12343979	SRR12343896	OXFORD_NANOPORE	1	1
saur	SAMN03763989	SRR10346110	SRR9043687	OXFORD_NANOPORE	2	1
saur	SAMN15567931	SRR12344016	SRR12343937	OXFORD_NANOPORE	1	1
saur	SAMN15567981	SRR12343961	SRR12343878	OXFORD_NANOPORE	1	1
saur	SAMN15567916	SRR12343848	SRR12343858	OXFORD_NANOPORE	1	1
saur	SAMEA112648784	ERR12076611	ERR10898915	OXFORD_NANOPORE	1	1
saur	SAMN15567950	SRR12343995	SRR12343912	OXFORD_NANOPORE	1	1
saur	SAMN15567944	SRR12344002	SRR12343919	OXFORD_NANOPORE	1	1
saur	SAMN15567949	SRR12343997	SRR12343914	OXFORD_NANOPORE	1	1
saur	SAMN11175610	SRR10882897	SRR8776829	OXFORD_NANOPORE	1	2
saur	SAMN32977648	SRR23290063	SRR23290090	OXFORD_NANOPORE	1	1
saur	SAMN15567978	SRR12343965	SRR12343882	OXFORD_NANOPORE	1	1
saur	SAMN17983075	SRR13745250	SRR13745244	OXFORD_NANOPORE	1	1
saur	SAMN15567970	SRR12343973	SRR12343890	OXFORD_NANOPORE	1	1
saur	SAMN15567998	SRR12343943	SRR12343860	OXFORD_NANOPORE	1	1
saur	SAMN11175636	SRR10882869	SRR8776855	OXFORD_NANOPORE	1	2
saur	SAMN11175607	SRR10882854	SRR8776815	OXFORD_NANOPORE	1	2
saur	SAMN15567983	SRR12343959	SRR12343876	OXFORD_NANOPORE	1	1
saur	SAMN25144898	SRR18802818	SRR18802817	OXFORD_NANOPORE	1	1
saur	SAMN11175643	SRR10882861	SRR8776861	OXFORD_NANOPORE	1	2
saur	SAMN15567927	SRR12344021	SRR12343952	OXFORD_NANOPORE	1	1
saur	SAMN11175628	SRR10882877	SRR8776853	OXFORD_NANOPORE	1	2
saur	SAMN11175625	SRR10882881	SRR8776841	OXFORD_NANOPORE	1	2
saur	SAMN17983077	SRR13745248	SRR13745242	OXFORD_NANOPORE	1	1
saur	SAMN15239172	SRR13292383	SRR13292384	OXFORD_NANOPORE	1	1
abau	SAMN23416908	SRR17023783	SRR17023784	OXFORD_NANOPORE	1	1
abau	SAMN19762528	SRR14852507	SRR14852502	OXFORD_NANOPORE	1	1
abau	SAMN13874777	SRR12805409	SRR15182702	OXFORD_NANOPORE	1	1
abau	SAMN36514289	SRR27135510	SRR25319655	OXFORD_NANOPORE	1	1
abau	SAMN23416895	SRR17023754	SRR17023755	OXFORD_NANOPORE	1	1
abau	SAMN41107056	SRR28824821	SRR28824822	OXFORD_NANOPORE	1	1
abau	SAMN36766190	SRR26465472	SRR26465496	OXFORD_NANOPORE	1	1
abau	SAMN36766187	SRR26465475	SRR26465570	OXFORD_NANOPORE	1	1
abau	SAMN41384382	SRR29012380	SRR29012381	OXFORD_NANOPORE	1	1
abau	SAMN19774653	SRR14862582	SRR14862612	OXFORD_NANOPORE	1	1
abau	SAMN30898357	SRR21607575	SRR21607497	OXFORD_NANOPORE	1	1
abau	SAMN30898321	SRR21607614	SRR21607536	OXFORD_NANOPORE	1	1
abau	SAMN30898316	SRR21607571	SRR21607493	OXFORD_NANOPORE	1	1
abau	SAMN40254326	SRR28926166	SRR28217779	OXFORD_NANOPORE	1	2
abau	SAMN28871714	SRR20613519	SRR20613520	OXFORD_NANOPORE	1	1
abau	SAMN41094848	SRR29090063	SRR28815869	OXFORD_NANOPORE	1	1
abau	SAMN28788543	SRR22756116	SRR19462105	OXFORD_NANOPORE	1	1
abau	SAMN38788845	SRR27710531	SRR27185910	OXFORD_NANOPORE	1	1
abau	SAMN36766191	SRR26465471	SRR26465423	OXFORD_NANOPORE	1	1
abau	SAMN27010238	SRR18500025	SRR18499969	OXFORD_NANOPORE	1	1
abau	SAMN19955388	SRR14998417	SRR14998418	OXFORD_NANOPORE	1	1
abau	SAMN28788563	SRR22756113	SRR19462083	OXFORD_NANOPORE	1	1
abau	SAMN27010219	SRR18500031	SRR18499989	OXFORD_NANOPORE	1	1
abau	SAMN27010256	SRR18500023	SRR18499938	OXFORD_NANOPORE	1	1
abau	SAMN25755500	SRR22756111	SRR17943999	OXFORD_NANOPORE	1	1
abau	SAMN36766188	SRR26465474	SRR26465518	OXFORD_NANOPORE	1	1
abau	SAMN13874778	SRR15182794	SRR15182795	OXFORD_NANOPORE	1	1
abau	SAMN14226727	SRR16953731	SRR16925480	OXFORD_NANOPORE	1	1
abau	SAMN34191879	SRR25213974	SRR24175237	OXFORD_NANOPORE	1	1
abau	SAMN08687991	SRR12937579	SRR6826835	OXFORD_NANOPORE	1	1
abau	SAMN17898088	SRR13700036	SRR13700037	OXFORD_NANOPORE	1	1
abau	SAMN38646042	SRR27710535	SRR27050468	OXFORD_NANOPORE	1	1
abau	SAMN21240079	SRR15725577	SRR15725578	OXFORD_NANOPORE	1	1
abau	SAMN32734006	SRR23387319	SRR23080363	OXFORD_NANOPORE	1	1
abau	SAMN39998251	SRR28375026	SRR28015256	OXFORD_NANOPORE	1	1
abau	SAMN27010291	SRR18500009	SRR18500034	OXFORD_NANOPORE	1	1
abau	SAMN17898087	SRR13700038	SRR13700039	OXFORD_NANOPORE	1	1
abau	SAMN19774628	SRR14862585	SRR14862505	OXFORD_NANOPORE	1	1
abau	SAMN27010277	SRR18500014	SRR18499915	OXFORD_NANOPORE	1	1
abau	SAMN27010270	SRR18500018	SRR18499922	OXFORD_NANOPORE	1	1
abau	SAMN27010253	SRR18500024	SRR18499941	OXFORD_NANOPORE	1	1
abau	SAMN27010231	SRR18500027	SRR18499976	OXFORD_NANOPORE	1	1
abau	SAMN27010226	SRR18500028	SRR18499982	OXFORD_NANOPORE	1	1
abau	SAMN07445112	SRR5891496	SRR5891495	OXFORD_NANOPORE	1	1
abau	SAMN40443483	SRR28926173	SRR28335983	OXFORD_NANOPORE	1	1
abau	SAMN19762632	SRR14852539	SRR14852385	OXFORD_NANOPORE	1	1
abau	SAMN40254323	SRR28375016	SRR28217782	OXFORD_NANOPORE	1	1
abau	SAMN31494247	SRR22070826	SRR22070827	OXFORD_NANOPORE	1	1
abau	SAMN27010278	SRR18500013	SRR18499914	OXFORD_NANOPORE	1	1
abau	SAMN41020287	SRR29099106	SRR28747399	OXFORD_NANOPORE	1	1
abau	SAMN19762585	SRR14852546	SRR14852437	OXFORD_NANOPORE	1	1
abau	SAMN19762636	SRR14852537	SRR14852381	OXFORD_NANOPORE	1	1
abau	SAMN19774606	SRR14862589	SRR14862530	OXFORD_NANOPORE	1	1
abau	SAMN27010289	SRR18500010	SRR18500036	OXFORD_NANOPORE	1	1
abau	SAMN25755497	SRR22756112	SRR17944003	OXFORD_NANOPORE	1	1
abau	SAMN30898327	SRR21607608	SRR21607530	OXFORD_NANOPORE	1	1
abau	SAMN12287002	SRR11096311	SRR11096093	OXFORD_NANOPORE	1	1
abau	SAMN15646564	SRR12328711	SRR15912612	OXFORD_NANOPORE	2	1
abau	SAMN41384381	SRR29012376	SRR29012377	OXFORD_NANOPORE	1	1
abau	SAMN30898326	SRR21607609	SRR21607531	OXFORD_NANOPORE	1	1
abau	SAMN30898315	SRR21607582	SRR21607504	OXFORD_NANOPORE	1	1
abau	SAMN18202092	SRR14534401	SRR14534402	OXFORD_NANOPORE	1	1
abau	SAMN30898329	SRR21607606	SRR21607528	OXFORD_NANOPORE	1	1
abau	SAMN30898328	SRR21607607	SRR21607529	OXFORD_NANOPORE	1	1
abau	SAMN30898330	SRR21607605	SRR21607527	OXFORD_NANOPORE	1	1
abau	SAMN27010258	SRR18500021	SRR18499936	OXFORD_NANOPORE	1	1
abau	SAMN30898313	SRR21607604	SRR21607526	OXFORD_NANOPORE	1	1
abau	SAMN30898312	SRR21607615	SRR21607537	OXFORD_NANOPORE	1	1
abau	SAMN30898314	SRR21607593	SRR21607515	OXFORD_NANOPORE	1	1
abau	SAMN30898324	SRR21607611	SRR21607533	OXFORD_NANOPORE	1	1
abau	SAMN27010192	SRR18500033	SRR18499990	OXFORD_NANOPORE	1	1
abau	SAMN30655645	SRR22756124	SRR21410233	OXFORD_NANOPORE	1	1
abau	SAMN28788566	SRR22756123	SRR19462080	OXFORD_NANOPORE	1	1
abau	SAMN30898323	SRR21607612	SRR21607534	OXFORD_NANOPORE	1	1
abau	SAMN30898311	SRR21607616	SRR21607538	OXFORD_NANOPORE	1	1
abau	SAMN11997570	SRR22838495	SRR22801282	OXFORD_NANOPORE	4	1
abau	SAMN11997571	SRR22838494	SRR22801280	OXFORD_NANOPORE	4	1
abau	SAMN12287008	SRR11096308	SRR11096072	OXFORD_NANOPORE	1	1
abau	SAMN32770956	SRR23101365	SRR23101366	OXFORD_NANOPORE	1	1
abau	SAMN27010271	SRR18500017	SRR18499921	OXFORD_NANOPORE	1	1
abau	SAMN27010284	SRR18500011	SRR18499946	OXFORD_NANOPORE	1	1
abau	SAMN12287006	SRR11096309	SRR11096073	OXFORD_NANOPORE	1	1
abau	SAMN27591179	SRR22756118	SRR18765351	OXFORD_NANOPORE	1	1
abau	SAMN11997569	SRR22838496	SRR22801284	OXFORD_NANOPORE	4	1
abau	SAMN40921370	SRR29099096	SRR28618264	OXFORD_NANOPORE	1	1
abau	SAMN14149265	SRR15275368	SRR15275369	OXFORD_NANOPORE	1	1
abau	SAMN41020280	SRR29099094	SRR28747406	OXFORD_NANOPORE	1	1
abau	SAMN40921371	SRR29099095	SRR28618263	OXFORD_NANOPORE	1	1
abau	SAMN27182072	SRR22756114	SRR18568247	OXFORD_NANOPORE	1	1
abau	SAMN05238571	SRR10173078	SRR3666896	OXFORD_NANOPORE	1	1
abau	SAMN05238628	SRR10173076	SRR3666894	OXFORD_NANOPORE	1	1
abau	SAMN38646043	SRR27710534	SRR27050466	OXFORD_NANOPORE	1	1
abau	SAMN36514286	SRR26643493	SRR25319658	OXFORD_NANOPORE	1	2
abau	SAMN33288250	SRR25480264	SRR23456118	OXFORD_NANOPORE	1	1
abau	SAMN36766192	SRR26465470	SRR26465412	OXFORD_NANOPORE	1	1
abau	SAMN27739163	SRR22756117	SRR18889376	OXFORD_NANOPORE	1	1
abau	SAMN27182098	SRR22756119	SRR18568259	OXFORD_NANOPORE	1	1
abau	SAMN29151496	SRR22756115	SRR19691745	OXFORD_NANOPORE	1	1
abau	SAMN05238672	SRR10173103	SRR3666207	OXFORD_NANOPORE	1	1
abau	SAMN36766189	SRR26465473	SRR26465507	OXFORD_NANOPORE	1	1
abau	SAMN19762827	SRR14852514	SRR14852169	OXFORD_NANOPORE	1	1
abau	SAMN12286998	SRR11096313	SRR11096105	OXFORD_NANOPORE	1	1
abau	SAMN30898331	SRR21607603	SRR21607525	OXFORD_NANOPORE	1	1
abau	SAMN40557123	SRR28926170	SRR28992022	OXFORD_NANOPORE	2	1
abau	SAMN41094846	SRR29099101	SRR28815871	OXFORD_NANOPORE	1	1
abau	SAMN13884837	SRR14868891	SRR14868892	OXFORD_NANOPORE	1	1
abau	SAMN19774588	SRR14862591	SRR14862549	OXFORD_NANOPORE	1	1
abau	SAMN32733979	SRR23387324	SRR23080392	OXFORD_NANOPORE	1	1
abau	SAMN41094845	SRR29099102	SRR28815872	OXFORD_NANOPORE	1	1
abau	SAMN41094844	SRR29099103	SRR28815873	OXFORD_NANOPORE	1	1
abau	SAMN25159974	SRR17696112	SRR17696113	OXFORD_NANOPORE	1	1
abau	SAMN36766186	SRR26465476	SRR26465571	OXFORD_NANOPORE	1	1
abau	SAMN18498587	SRR18038245	SRR18038246	OXFORD_NANOPORE	1	1
abau	SAMN05238697	SRR10173077	SRR3666904	OXFORD_NANOPORE	1	4
abau	SAMN30898325	SRR21607610	SRR21607532	OXFORD_NANOPORE	1	1
abau	SAMN30898332	SRR21607602	SRR21607524	OXFORD_NANOPORE	1	1
abau	SAMN30898322	SRR21607613	SRR21607535	OXFORD_NANOPORE	1	1
abau	SAMN32734002	SRR23387316	SRR23080367	OXFORD_NANOPORE	1	1
abau	SAMN27010269	SRR18500019	SRR18499923	OXFORD_NANOPORE	1	1
abau	SAMN12603273	SRR10013747	SRR10013876	OXFORD_NANOPORE	1	1
abau	SAMN15646563	SRR12328712	SRR15912139	OXFORD_NANOPORE	2	1
abau	SAMN15646562	SRR12328713	SRR15912210	OXFORD_NANOPORE	2	1
abau	SAMN33787963	SRR23998932	SRR23998933	OXFORD_NANOPORE	1	1
abau	SAMN32733960	SRR23387317	SRR23080394	OXFORD_NANOPORE	1	1
abau	SAMN12158047	SRR9650573	SRR9650572	OXFORD_NANOPORE	1	1
abau	SAMN15646561	SRR12328714	SRR15911746	OXFORD_NANOPORE	2	1
abau	SAMN14149266	SRR15275366	SRR15275367	OXFORD_NANOPORE	1	1
abau	SAMN18498586	SRR14868889	SRR14868890	OXFORD_NANOPORE	1	1
abau	SAMN12287004	SRR11096310	SRR11096082	OXFORD_NANOPORE	1	1
abau	SAMN14779651	SRR11671347	SRR11671348	OXFORD_NANOPORE	1	1
abau	SAMN09302593	SRR8993900	SRR9010623	OXFORD_NANOPORE	1	1
abau	SAMN32805326	SRR23239696	SRR23239695	OXFORD_NANOPORE	1	1
efae	SAMN17038103	SRR13258493	SRR13308466	OXFORD_NANOPORE	1	1
efae	SAMN36766198	SRR26465566	SRR26465547	OXFORD_NANOPORE	1	1
efae	SAMN36766203	SRR26465561	SRR26465431	OXFORD_NANOPORE	1	1
efae	SAMN17038075	SRR13256616	SRR13300592	OXFORD_NANOPORE	1	1
efae	SAMN17038077	SRR13256614	SRR13300595	OXFORD_NANOPORE	1	1
efae	SAMN10863492	SRR8523157	SRR8523158	OXFORD_NANOPORE	1	1
efae	SAMN17038078	SRR13256611	SRR13300596	OXFORD_NANOPORE	1	1
efae	SAMN17038083	SRR13258506	SRR13300601	OXFORD_NANOPORE	1	1
efae	SAMN17038086	SRR13258484	SRR13284699	OXFORD_NANOPORE	1	1
efae	SAMN12818041	SRR10948588	SRR11050711	OXFORD_NANOPORE	1	1
efae	SAMN17038085	SRR13258494	SRR13284700	OXFORD_NANOPORE	1	1
efae	SAMN17038106	SRR13258490	SRR13308451	OXFORD_NANOPORE	1	1
efae	SAMN17038080	SRR13256624	SRR13300598	OXFORD_NANOPORE	1	1
efae	SAMN12818007	SRR10948589	SRR11050702	OXFORD_NANOPORE	1	1
efae	SAMN36766196	SRR26465568	SRR26465569	OXFORD_NANOPORE	1	1
efae	SAMN17038089	SRR13258481	SRR13284696	OXFORD_NANOPORE	1	1
efae	SAMN17038079	SRR13256610	SRR13300597	OXFORD_NANOPORE	1	1
efae	SAMN17038094	SRR13258503	SRR13284691	OXFORD_NANOPORE	1	1
efae	SAMN17038081	SRR13256623	SRR13300599	OXFORD_NANOPORE	1	1
efae	SAMN17038104	SRR13258492	SRR13308465	OXFORD_NANOPORE	1	1
efae	SAMN17012772	SRR13218603	SRR13267350	OXFORD_NANOPORE	1	1
efae	SAMN36766204	SRR26465560	SRR26465520	OXFORD_NANOPORE	1	1
efae	SAMN17038101	SRR13258496	SRR13308468	OXFORD_NANOPORE	1	1
efae	SAMN36766199	SRR26465565	SRR26465536	OXFORD_NANOPORE	1	1
efae	SAMN17038084	SRR13258505	SRR13300593	OXFORD_NANOPORE	1	1
efae	SAMN17038066	SRR13243581	SRR13273156	OXFORD_NANOPORE	1	1
efae	SAMN17038111	SRR13258485	SRR13308446	OXFORD_NANOPORE	1	1
efae	SAMN17038071	SRR13256620	SRR13273159	OXFORD_NANOPORE	1	1
efae	SAMN36766205	SRR26465559	SRR26465519	OXFORD_NANOPORE	1	1
efae	SAMN36766197	SRR26465567	SRR26465558	OXFORD_NANOPORE	1	1
efae	SAMN36766202	SRR26465562	SRR26465442	OXFORD_NANOPORE	1	1
efae	SAMN19573784	SRR14836313	SRR14836309	OXFORD_NANOPORE	1	1
efae	SAMN19573782	SRR14836305	SRR14836311	OXFORD_NANOPORE	1	1
efae	SAMN19573783	SRR14836314	SRR14836310	OXFORD_NANOPORE	1	1
efae	SAMN17038088	SRR13258482	SRR13284697	OXFORD_NANOPORE	1	1
efae	SAMN17038102	SRR13258495	SRR13308467	OXFORD_NANOPORE	1	1
efae	SAMN23828484	SRR17230445	SRR17230446	OXFORD_NANOPORE	1	1
efae	SAMN17038100	SRR13258497	SRR13308469	OXFORD_NANOPORE	1	1
efae	SAMN17038098	SRR13258499	SRR13308461	OXFORD_NANOPORE	1	1
efae	SAMN10863491	SRR8523155	SRR8523156	OXFORD_NANOPORE	1	1
efae	SAMN10863479	SRR8523153	SRR8523154	OXFORD_NANOPORE	1	1
efae	SAMN36766201	SRR26465563	SRR26465453	OXFORD_NANOPORE	1	1
efae	SAMN17038107	SRR13258489	SRR13308450	OXFORD_NANOPORE	1	1
